App Name,Notes,Category,Deployment Model (Verified),Vendor Website,Installation Guide Link,Canonical Vendor,Canonical Product Name,Canonical Key,Canonical Group ID,Possible Duplicate,Enrichment Status,Third Party?,Co-Traveler?
AlwaysUp,"Core Technologies Consulting | 9 Unknown | Retain | AlwaysUp is a software application developed by Core Technologies Consulting. It is designed to ensure the continuous availability and uptime of Windows-based applications or services by automatically restarting them if they crash, hang, or encounter any issues.",Unclassified,Unknown / Needs vendor check,,,,AlwaysUp,AlwaysUp,53,Yes,,,
AngelEye,AngelEye Health | 1 | 9 Unknown | Retain | NICU camera system solution,Unclassified,Unknown / Needs vendor check,,,,AngelEye,AngelEye,54,Yes,,,
AngelEye,AngelEye Health | 9 Unknown | Retain | NICU camera system solution,Unclassified,Unknown / Needs vendor check,,,,AngelEye,AngelEye,54,Yes,,,
Ansur,"Fluke Biomedical | 1 | 9 Unknown | Relocate | Cloud Support | Phase II | Ansur Test Automation software is the foundation for all Fluke Biomedical test systems. Ansur manages test procedures by allowing both manual and visual automated test sequences. The software works hand-in-hand with Fluke Biomedical analyzers and simulators, creating a seamless integration for visual inspections, preventive maintenance, work procedures, performance tests, and electrical safety tests | Only exists in Toumey, likely to be retired?",Unclassified,Cloud / SaaS (or Hybrid),,,,Ansur,Ansur,55,Yes,,,
Ansur,"Fluke Biomedical | 9 Unknown | Relocate | Cloud Support | Phase II | Ansur Test Automation software is the foundation for all Fluke Biomedical test systems. Ansur manages test procedures by allowing both manual and visual automated test sequences. The software works hand-in-hand with Fluke Biomedical analyzers and simulators, creating a seamless integration for visual inspections, preventive maintenance, work procedures, performance tests, and electrical safety tests",Unclassified,Cloud / SaaS (or Hybrid),,,,Ansur,Ansur,55,Yes,,,
Apex,Apex Medical Corp. | 5 | 9 Unknown | Unknown | May be related to respratory or CPAP?,Unclassified,Unknown / Needs vendor check,,,,Apex,Apex,56,Yes,,,
Apex,Apex Medical Corp. | 9 Unknown | Unknown,Unclassified,Unknown / Needs vendor check,,,,Apex,Apex,56,Yes,,,
ApplicationXtender,"OpenText | 2 | 9 Unknown | Relocate | Cloud Support | Phase I | ApplicationXtender is an enterprise content management system developed by OpenText. It offers organizations a robust and scalable solution for securely capturing, managing, and accessing various types of documents and content. The platform streamlines business processes, improves document retrieval, and enhances collaboration, ultimately increasing overall productivity and efficiency.",Unclassified,Cloud / SaaS (or Hybrid),,,,ApplicationXtender,ApplicationXtender,57,Yes,,,
ApplicationXtender,"OpenText | 9 Unknown | Relocate | Cloud Support | Phase I | ApplicationXtender is an enterprise content management system developed by OpenText. It offers organizations a robust and scalable solution for securely capturing, managing, and accessing various types of documents and content. The platform streamlines business processes, improves document retrieval, and enhances collaboration, ultimately increasing overall productivity and efficiency.",Unclassified,Cloud / SaaS (or Hybrid),,,,ApplicationXtender,ApplicationXtender,57,Yes,,,
Artemis Profuse,innoMedicus | 3 Important | Retain | Prostate Software for biopsies done in the OR  -  Software used to post process MRI Prostate studies and device located in OR at CCSC.,Unclassified,On-Premises,,,,Artemis Profuse,Artemis Profuse,60,Yes,,,
Arthrex OR Command,"Arthrex | 2 | 3 Important | Retain | Arthrex OR Command is a software solution developed by Arthrex, Inc. It is designed to streamline and optimize surgical workflows in the operating room (OR) environment. OR Command integrates with various OR devices and systems, allowing surgeons and OR staff to control and manage equipment and data more efficiently.",Unclassified,On-Premises,,,,Arthrex OR Command,Arthrex OR Command,61,Yes,,,
Arthrex OR Command,"Arthrex | 3 Important | Retain | Arthrex OR Command is a software solution developed by Arthrex, Inc. It is designed to streamline and optimize surgical workflows in the operating room (OR) environment. OR Command integrates with various OR devices and systems, allowing surgeons and OR staff to control and manage equipment and data more efficiently.",Unclassified,On-Premises,,,,Arthrex OR Command,Arthrex OR Command,61,Yes,,,
Athletic Trainer System  (ATS),"Keffer Development | 0 | 4 Best Effort | Midlands | Epic Amb Clinical | Shauna Jones | Retire | Outpatient Rehabilitation application. ATS system is used by PH Rehab for tracking and treating injuries.  It is used to monitor rehabilitation and medical procedures and maintaining other information. Transitioned to Epic, should not be in use | Servers are vendor managed",Unclassified,On-Premises,,,,Athletic Trainer System  (ATS),Athletic Trainer System  (ATS),63,Yes,,,Yes
Athletic Trainer System  (ATS),"Keffer Development | 4 Best Effort | Retire | Outpatient Rehabilitation application. ATS system is used by PH Rehab for tracking and treating injuries.  It is used to monitor rehabilitation and medical procedures and maintaining other information. Transitioned to Epic, should not be in use",Unclassified,Unknown / Needs vendor check,,,,Athletic Trainer System  (ATS),Athletic Trainer System  (ATS),63,Yes,,,Yes
AuditLogix,"1 | 9 Unknown | Retire | No | AuditLogix is a software solution designed to automate and streamline the auditing processes within organizations. It helps organizations manage and track various types of audits, including internal audits, compliance audits, and financial audits. | Server is already shutdown",Unclassified,On-Premises,,,,AuditLogix,AuditLogix,65,Yes,,,
AuditLogix,"9 Unknown | Retire | AuditLogix is a software solution designed to automate and streamline the auditing processes within organizations. It helps organizations manage and track various types of audits, including internal audits, compliance audits, and financial audits.",Unclassified,Unknown / Needs vendor check,,,,AuditLogix,AuditLogix,65,Yes,,,
AutoIt,"AutoIt Team | 1 | 9 Unknown | Retain | AutoIt is a scripting language and automation tool for Windows-based operating systems. It is designed to automate tasks and simulate user interactions with graphical user interfaces (GUIs). | Would not be migrated, would be replaced in Azure with a native solution",Unclassified,Unknown / Needs vendor check,,,,AutoIt,AutoIt,67,Yes,,,
AutoIt,AutoIt Team | 9 Unknown | Retain | AutoIt is a scripting language and automation tool for Windows-based operating systems. It is designed to automate tasks and simulate user interactions with graphical user interfaces (GUIs).,Unclassified,Unknown / Needs vendor check,,,,AutoIt,AutoIt,67,Yes,,,
AutoPharm3,"Talyst (acquired in 2017 by Swisslog Healthcare) | 4 | 2 Critical | Upstate | Pharmacy Systems | Kyle Porter | Retain | Talyst AutoPharm3 is an automated medication dispensing system developed by Talyst, a company specializing in pharmacy automation and medication management solutions. AutoPharm3 is designed to streamline medication distribution processes within healthcare facilities, improving efficiency and patient safety. | Talyst was acquired in 2017 by Swisslog Healthcare",Unclassified,Unknown / Needs vendor check,,,,AutoPharm3,AutoPharm3,68,Yes,,,
AutoPharm3,"Talyst (acquired in 2017 by Swisslog Healthcare) | 2 Critical | Retain | Talyst AutoPharm3 is an automated medication dispensing system developed by Talyst, a company specializing in pharmacy automation and medication management solutions. AutoPharm3 is designed to streamline medication distribution processes within healthcare facilities, improving efficiency and patient safety.",Unclassified,Unknown / Needs vendor check,,,,AutoPharm3,AutoPharm3,68,Yes,,,
AvaSys,"AvaSure | 3 | 9 Unknown | Relocate | Cloud Support | Phase II | AvaSure's AvaSys is a comprehensive telehealth and remote monitoring platform designed specifically for healthcare organizations. It offers a range of features and functionalities to enhance patient care, improve staff efficiency, and optimize resource utilization.",Unclassified,Cloud / SaaS (or Hybrid),,,,AvaSys,AvaSys,69,Yes,,,
AvaSys,"AvaSure | 9 Unknown | Relocate | Cloud Support | Phase II | AvaSure's AvaSys is a comprehensive telehealth and remote monitoring platform designed specifically for healthcare organizations. It offers a range of features and functionalities to enhance patient care, improve staff efficiency, and optimize resource utilization.",Unclassified,Cloud / SaaS (or Hybrid),,,,AvaSys,AvaSys,69,Yes,,,
Avaya,Avaya | 14 | 9 Unknown | Telecom | Jon Fisher | Retain | On-Prem | Avaya Voice,Unclassified,On-Premises,,,,Avaya,Avaya,70,Yes,,,
Avaya,Avaya | 9 Unknown | Retain | On-Prem | Avaya Voice,Unclassified,On-Premises,,,,Avaya,Avaya,70,Yes,,,
Avaya Aura,"Avaya | 4 | 9 Unknown | Telecom | Jon Fisher | Retain | On-Prem | Avaya Aura is a unified communications platform offered by Avaya, a leading provider of communication and collaboration solutions. Avaya Aura aims to streamline and enhance communication and collaboration within organizations by integrating various communication channels and technologies into a single platform.",Unclassified,On-Premises,,,,Avaya Aura,Avaya Aura,71,Yes,,,
Avaya Aura,"Avaya | 9 Unknown | Retain | On-Prem | Avaya Aura is a unified communications platform offered by Avaya, a leading provider of communication and collaboration solutions. Avaya Aura aims to streamline and enhance communication and collaboration within organizations by integrating various communication channels and technologies into a single platform.",Unclassified,On-Premises,,,,Avaya Aura,Avaya Aura,71,Yes,,,
Avaya one-X Portal,"Avaya | 1 | 9 Unknown | Telecom | Jon Fisher | Retain | On-Prem | Avaya one-X Portal is a web-based application that provides users with a unified communication and collaboration interface. It is part of the Avaya IP Office platform, which is a comprehensive communication solution for businesses of all sizes.",Unclassified,Cloud / SaaS (or Hybrid),,,,Avaya one-X Portal,Avaya one-X Portal,72,Yes,,,
Avaya one-X Portal,"Avaya | 9 Unknown | Retain | On-Prem | Avaya one-X Portal is a web-based application that provides users with a unified communication and collaboration interface. It is part of the Avaya IP Office platform, which is a comprehensive communication solution for businesses of all sizes.",Unclassified,Cloud / SaaS (or Hybrid),,,,Avaya one-X Portal,Avaya one-X Portal,72,Yes,,,
Azure Migrate,Microsoft | 8 | 4 Best Effort | Retain | No | Azure Migrate assessment appliances,Unclassified,On-Premises,,,,Azure Migrate,Azure Migrate,74,Yes,,,
Azure Migrate,Microsoft | 4 Best Effort | Retain | Azure Migrate assessment appliances,Unclassified,On-Premises,,,,Azure Migrate,Azure Migrate,74,Yes,,,
BD Clarity,"BD (Becton, Dickinson and Company) | 1 | 9 Unknown | Relocate | Cloud Support | Phase II | BD Clarity is a laboratory informatics solution offered by BD (Becton, Dickinson and Company). It is designed to streamline and automate laboratory workflows, data management, and reporting.",Unclassified,Cloud / SaaS (or Hybrid),,,,BD Clarity,BD Clarity,75,Yes,,,
BD Clarity,"BD (Becton, Dickinson and Company) | 9 Unknown | Relocate | Cloud Support | Phase II | BD Clarity is a laboratory informatics solution offered by BD (Becton, Dickinson and Company). It is designed to streamline and automate laboratory workflows, data management, and reporting.",Unclassified,Cloud / SaaS (or Hybrid),,,,BD Clarity,BD Clarity,75,Yes,,,
BD Pyxis/Carefusion,"BD (Becton, Dickinson and Company) | 1 Mission Critical | Relocate | Phase III | The Pyxis Carefusion system is designed to automate and streamline medication dispensing and administration processes in healthcare facilities, such as hospitals, long-term care facilities, and pharmacies.",Unclassified,Unknown / Needs vendor check,,,,BD Pyxis/Carefusion,BD Pyxis/Carefusion,76,Yes,,,
BD Synapsis,"BD (Becton, Dickinson and Company) | 2 | 9 Unknown | Relocate | Cloud Support | Phase II | BD Synapsys solution enables laboratories to address challenges and improve laboratory outcomes. It enables labs to maximize performance using enhanced microbiology diagnostic informatics through a single, advanced platform with an intuitive, personalized user interface. BD Synapsys™ solution offers integrated workflow and on-demand insights to empower laboratory staff to impact turnaround time, expedite decision making, improve productivity and simplify compliance.",Unclassified,Cloud / SaaS (or Hybrid),,,,BD Synapsis,BD Synapsis,77,Yes,,,
BD Synapsis,"BD (Becton, Dickinson and Company) | 9 Unknown | Relocate | Cloud Support | Phase II | BD Synapsys solution enables laboratories to address challenges and improve laboratory outcomes. It enables labs to maximize performance using enhanced microbiology diagnostic informatics through a single, advanced platform with an intuitive, personalized user interface. BD Synapsys™ solution offers integrated workflow and on-demand insights to empower laboratory staff to impact turnaround time, expedite decision making, improve productivity and simplify compliance.",Unclassified,Cloud / SaaS (or Hybrid),,,,BD Synapsis,BD Synapsis,77,Yes,,,
Belimed ICS,"Belimed | 1 | 9 Unknown | Relocate | Phase II | Belimed Infection Control Software (ICS) is a cycle documentation system which is compatible with Belimed hospital equipment sterilizers, washer/disinfectors, and cart washers. This software collects cycle data including cycle length, temperature, start time, and end time from the networked sterilizing equipment, and can associate this data to contents that were sterilized in each cycle. This technology utilizes a Gupta database to store data.",Unclassified,Unknown / Needs vendor check,,,,Belimed ICS,Belimed ICS,78,Yes,,,
Belimed ICS,"Belimed | 9 Unknown | Relocate | Phase II | Belimed Infection Control Software (ICS) is a cycle documentation system which is compatible with Belimed hospital equipment sterilizers, washer/disinfectors, and cart washers. This software collects cycle data including cycle length, temperature, start time, and end time from the networked sterilizing equipment, and can associate this data to contents that were sterilized in each cycle. This technology utilizes a Gupta database to store data.",Unclassified,Unknown / Needs vendor check,,,,Belimed ICS,Belimed ICS,78,Yes,,,
Beyond Compare,"Scooter Software | 1 | 9 Unknown | Retain | Beyond Compare is a software tool developed by Scooter Software that is used for file and folder comparison and synchronization. It allows users to compare the contents of files and folders, highlight differences, and merge changes between them. | IT Tool",Unclassified,Unknown / Needs vendor check,,,,Beyond Compare,Beyond Compare,79,Yes,,,
Beyond Compare,"Scooter Software | 9 Unknown | Retain | Beyond Compare is a software tool developed by Scooter Software that is used for file and folder comparison and synchronization. It allows users to compare the contents of files and folders, highlight differences, and merge changes between them.",Unclassified,Unknown / Needs vendor check,,,,Beyond Compare,Beyond Compare,79,Yes,,,
BigIQ,F5 Networks | 1 | 9 Unknown | Redeploy | Cloud Support | Phase 0 Infra | F5 BIG-IQ is a centralized management and orchestration platform developed by F5 Networks. It provides a unified solution for managing and monitoring F5 application delivery and security services across multiple devices and environments.,Unclassified,Cloud / SaaS (or Hybrid),,,,BigIQ,BigIQ,80,Yes,,,
BigIQ,F5 Networks | 9 Unknown | Redeploy | Cloud Support | Phase 0 Infra | F5 BIG-IQ is a centralized management and orchestration platform developed by F5 Networks. It provides a unified solution for managing and monitoring F5 application delivery and security services across multiple devices and environments.,Unclassified,Cloud / SaaS (or Hybrid),,,,BigIQ,BigIQ,80,Yes,,,
BioConnect,bioconnect | 1 | 9 Unknown | Retain | BioConnect's Enterprise Software allows addition of biometric readers to your existing access control system. | Which application or system?,Unclassified,Unknown / Needs vendor check,,,,BioConnect,BioConnect,83,Yes,,,
BioConnect,bioconnect | 9 Unknown | Retain | BioConnect's Enterprise Software allows addition of biometric readers to your existing access control system.,Unclassified,Unknown / Needs vendor check,,,,BioConnect,BioConnect,83,Yes,,,
Bomgar,Bomgar | 6 | 2 Critical | Upstate | Information Security | Will Rishovd | Redeploy | Cloud Support | Phase 0 Infra | Bomgar Rep Console. Allows users(Primarily ITS) to remotely support end points/applications. Remote support solution that allows support technicians to remotely connect to end-user systems through firewalls from their computer or mobile device.  There is cloud element for Bomgar. | Vendor is now BeyondTrust,Unclassified,Cloud / SaaS (or Hybrid),,,,Bomgar,Bomgar,86,Yes,,,
Bomgar,Bomgar | 2 Critical | Redeploy | Cloud Support | Phase 0 Infra | Bomgar Rep Console. Allows users(Primarily ITS) to remotely support end points/applications. Remote support solution that allows support technicians to remotely connect to end-user systems through firewalls from their computer or mobile device.  There is cloud element for Bomgar.,Unclassified,Cloud / SaaS (or Hybrid),,,,Bomgar,Bomgar,86,Yes,,,
Brainlab,"Brainlab, Inc. | 2 Critical | Retain | Treatment planning system for radiosurgery for cranial indications and brain mets.  Planning system for special spine radiosurgery cases, brain lesions, AVM planning workflow",Unclassified,Unknown / Needs vendor check,,,,Brainlab,Brainlab,87,Yes,,,Yes
C-CURE,"Software House | 1 | 1 Mission Critical | Upstate | Enterprise Systems | Deitra Troy | Dustin Junkins | Retain | Badge Security System. Physical server, interacts with door readers at every site",Unclassified,On-Premises,,,,C-CURE,C-CURE,89,Yes,,,
C-CURE,"Software House | 1 Mission Critical | Retain | Badge Security System. Physical server, interacts with door readers at every site",Unclassified,On-Premises,,,,C-CURE,C-CURE,89,Yes,,,
CAD (Computer Aided Dispatch),"Omnigo | 0 | 3 Important | Prisma | Enterprise Systems | Deitra Troy | Dustin Junkins | Relocate | Police dispatch tracking and incident reporting. Law Enforcement uses this to log all dispatches. | Part of OMNIGO, will be upgrading soon, 2 sew servers, both Midlands and Upstate",Unclassified,On-Premises,,,,CAD (Computer Aided Dispatch),CAD (Computer Aided Dispatch),90,Yes,,,
CAD (Computer Aided Dispatch),Omnigo | 3 Important | Relocate | Police dispatch tracking and incident reporting. Law Enforcement uses this to log all dispatches.,Unclassified,Unknown / Needs vendor check,,,,CAD (Computer Aided Dispatch),CAD (Computer Aided Dispatch),90,Yes,,,
CADD Solis Administrator,"Smiths Medical ASD | 1 | 9 Unknown | Retire | CADD™-Solis Administrator is a software application used in healthcare settings for managing and configuring infusion pump systems. It is developed by Smiths Medical, a leading medical device company. CADD™-Solis Administrator allows healthcare providers to centrally manage and control various aspects of infusion pump systems, including pump configurations, drug libraries, and user access rights.It provides a user-friendly interface that simplifies the administration and maintenance of infusion pump settings, ensuring accuracy, safety, and compliance. | Only exists in Toumey, server is powered down, likely to be retired?",Unclassified,On-Premises,,,,CADD Solis Administrator,CADD Solis Administrator,91,Yes,,,
CADD Solis Administrator,"Smiths Medical ASD | 9 Unknown | Retire | CADD™-Solis Administrator is a software application used in healthcare settings for managing and configuring infusion pump systems. It is developed by Smiths Medical, a leading medical device company. CADD™-Solis Administrator allows healthcare providers to centrally manage and control various aspects of infusion pump systems, including pump configurations, drug libraries, and user access rights.It provides a user-friendly interface that simplifies the administration and maintenance of infusion pump settings, ensuring accuracy, safety, and compliance.",Unclassified,On-Premises,,,,CADD Solis Administrator,CADD Solis Administrator,91,Yes,,,
CBORD Food and Nutrition Service Suite,"CBORD | 4 | 9 Unknown | Relocate | Phase II | 1.0 | CBORD provides solutions for dietary management, menu planning, nutrition analysis, and patient meal ordering. | Which application?",Unclassified,Unknown / Needs vendor check,,,,CBORD Food and Nutrition Service Suite,CBORD Food and Nutrition Service Suite,92,Yes,,,
CBORD Food and Nutrition Service Suite,"CBORD | 9 Unknown | Relocate | Phase II | 1.0 | CBORD provides solutions for dietary management, menu planning, nutrition analysis, and patient meal ordering.",Unclassified,Unknown / Needs vendor check,,,,CBORD Food and Nutrition Service Suite,CBORD Food and Nutrition Service Suite,92,Yes,,,
CCE,"1 | 9 Unknown | Retain | Clinical Competence Examination software? | Which application? Carefusion Connection Engine, move to Pixis",Unclassified,Unknown / Needs vendor check,,,,CCE,CCE,93,Yes,,,
CCE,9 Unknown | Retain | Clinical Competence Examination software?,Unclassified,Unknown / Needs vendor check,,,,CCE,CCE,93,Yes,,,
CDS Desktop Fax,0 | 3 Important | Tuomey | Telecom | Jon Fisher | Retain | On-Prem | Software for sending and receiving electronic faxes at the client PC.,Unclassified,On-Premises,,,,CDS Desktop Fax,CDS Desktop Fax,94,Yes,,,
CDS Desktop Fax,3 Important | Retain | On-Prem | Software for sending and receiving electronic faxes at the client PC.,Unclassified,On-Premises,,,,CDS Desktop Fax,CDS Desktop Fax,94,Yes,,,
CIMScan,"CIMTechniques | 3 | 9 Unknown | Retain | CIMScan is a monitoring and data acquisition system designed for industrial applications. It provides real-time monitoring of various parameters such as temperature, humidity, pressure, voltage, and more. The CIMScan system consists of wireless sensors that capture data from the field and transmit it to a central server for analysis and reporting",Unclassified,On-Premises,,,,CIMScan,CIMScan,95,Yes,,,
CIMScan,"CIMTechniques | 9 Unknown | Retain | CIMScan is a monitoring and data acquisition system designed for industrial applications. It provides real-time monitoring of various parameters such as temperature, humidity, pressure, voltage, and more. The CIMScan system consists of wireless sensors that capture data from the field and transmit it to a central server for analysis and reporting",Unclassified,On-Premises,,,,CIMScan,CIMScan,95,Yes,,,
CLRFTP,1 | 9 Unknown | Unknown,Unclassified,Unknown / Needs vendor check,,,,CLRFTP,CLRFTP,96,Yes,,,
CLRFTP,9 Unknown | Unknown,Unclassified,Unknown / Needs vendor check,,,,CLRFTP,CLRFTP,96,Yes,,,
CME123,"0 | 3 Important | Midlands | Admin Apps Fin AA | TBD | Continuing Medical Education (CME) program, Helps CME Coordinator / Baptist",Unclassified,Unknown / Needs vendor check,,,,CME123,CME123,97,Yes,,,
CME123,"3 Important | TBD | Continuing Medical Education (CME) program, Helps CME Coordinator / Baptist",Unclassified,Unknown / Needs vendor check,,,,CME123,CME123,97,Yes,,,
CORD,Internal | 0 | 4 Best Effort | DevOps | Eric Nguyen | Tyler Greer | Refactor | Web applications created by the DevOps team to aid in storing and searching for SC Child Advocacy and mental health resources. | Migration to App Service?,Unclassified,Unknown / Needs vendor check,,,,CORD,CORD,98,Yes,,,
CORD,Internal | 4 Best Effort | Refactor | Web applications created by the DevOps team to aid in storing and searching for SC Child Advocacy and mental health resources.,Unclassified,Unknown / Needs vendor check,,,,CORD,CORD,98,Yes,,,
CPLVPOTT001A,CPLVPOTT001A | 12 | 13312 | 2 | 1 | 122800 | 10.44.17.48 | Voice | Move to SaaS | Avaya Equinox | APPLICATION:     Avaya Equinox     CONTACT:      Brian Larkin     DEPARTMENT:      Telecom      | ICPH Datacenter | ICPHApps | Red Hat Enterprise Linux 7 (64-bit),Unclassified,Cloud / SaaS (or Hybrid),,,,CPLVPOTT001A,CPLVPOTT001A,99,,,,
CPLVPOTT001C,CPLVPOTT001C | 8 | 16384 | 2 | 1 | 204800 | 10.44.17.49 | Voice | Move to SaaS | Avaya Equinox | APPLICATION:     Avaya Equinox     CONTACT:      Brian Larkin     DEPARTMENT:      Telecom      | ICPH Datacenter | ICPHApps | Red Hat Enterprise Linux 7 (64-bit),Unclassified,Cloud / SaaS (or Hybrid),,,,CPLVPOTT001C,CPLVPOTT001C,100,,,,
CPLVPOTT002A,CPLVPOTT002A | 12 | 13312 | 2 | 1 | 122800 | 10.44.17.50 | Voice | Move to SaaS | Avaya Equinox | APPLICATION:     Avaya Equinox     CONTACT:      Brian Larkin     DEPARTMENT:      Telecom      | ICPH Datacenter | ICPHApps | Red Hat Enterprise Linux 7 (64-bit),Unclassified,Cloud / SaaS (or Hybrid),,,,CPLVPOTT002A,CPLVPOTT002A,101,,,,
CPLVPOTT002C,CPLVPOTT002C | 8 | 16384 | 2 | 1 | 204800 | 10.44.17.51 | Voice | Move to SaaS | Avaya Equinox | APPLICATION:     Avaya Equinox     CONTACT:      Brian Larkin     DEPARTMENT:      Telecom      | ICPH Datacenter | ICPHApps | Red Hat Enterprise Linux 7 (64-bit),Unclassified,Cloud / SaaS (or Hybrid),,,,CPLVPOTT002C,CPLVPOTT002C,102,,,,
CPWVPKIW003A.prod.inovaad.org,CPWVPKIW003A | 4 | 4096 | 1 | 2 | 122880 | 10.4.16.68 | Info Sec | Azure Migrate | Kiwi Syslog | APPLICATION KIWI Owner Jess Barron | Nokes DataCenter | Infrastructure 1 | Microsoft Windows Server 2016 or later (64-bit),Unclassified,On-Premises,,,,CPWVPKIW003A.prod.inovaad.org,CPWVPKIW003A.prod.inovaad.org,103,,,,
CPWVPKIW004A.prod.inovaad.org,CPWVPKIW004A | 4 | 4096 | 1 | 2 | 143360 | 10.4.16.69 | Info Sec | Azure Migrate | Kiwi Syslog | APPLICATION KIWI Owner Jess Barron | Nokes DataCenter | Infrastructure 1 | Microsoft Windows Server 2016 or later (64-bit),Unclassified,On-Premises,,,,CPWVPKIW004A.prod.inovaad.org,CPWVPKIW004A.prod.inovaad.org,104,,,,
CPWVPRSI001A.prod.inovaad.org,CPWVPRSI001A | 8 | 16384 | 1 | 2 | 337920 | 10.44.17.54 | Voice | Move to SaaS | DEPARTMENT: Telecom Owner: Mark Shaneor | ICPH Datacenter | ICPHApps | Microsoft Windows Server 2016 or later (64-bit),Unclassified,Cloud / SaaS (or Hybrid),,,,CPWVPRSI001A.prod.inovaad.org,CPWVPRSI001A.prod.inovaad.org,105,,,,
Caradigm SSO,"Caradigm | 1 | 9 Unknown | Redeploy | Cloud Support | Phase II | Caradigm is a company that specializes in providing population health management solutions for healthcare organizations. It offers a range of software products and services aimed at improving clinical and financial outcomes, enhancing patient engagement, and optimizing operational efficiency. | Windows 2008 server",Unclassified,Cloud / SaaS (or Hybrid),,,,Caradigm SSO,Caradigm SSO,111,Yes,,,
Caradigm SSO,"Caradigm | 9 Unknown | Redeploy | Cloud Support | Phase II | Caradigm is a company that specializes in providing population health management solutions for healthcare organizations. It offers a range of software products and services aimed at improving clinical and financial outcomes, enhancing patient engagement, and optimizing operational efficiency.",Unclassified,Cloud / SaaS (or Hybrid),,,,Caradigm SSO,Caradigm SSO,111,Yes,,,
CardAccess3000,"Continental Access | 1 | 9 Unknown | Retain | CardAccess 3000 is a full-featured enterprise class access control solution, providing ascalable solution from stand-alone entry level through networked world class enterprisesystems. This multi-tiered systems approach will provide for modular expansion and growthas required, and is designed to provide cost-effective system with expansion and functionalenhancements",Unclassified,Unknown / Needs vendor check,,,,CardAccess3000,CardAccess3000,112,Yes,,,
CardAccess3000,"Continental Access | 9 Unknown | Retain | CardAccess 3000 is a full-featured enterprise class access control solution, providing ascalable solution from stand-alone entry level through networked world class enterprisesystems. This multi-tiered systems approach will provide for modular expansion and growthas required, and is designed to provide cost-effective system with expansion and functionalenhancements",Unclassified,Unknown / Needs vendor check,,,,CardAccess3000,CardAccess3000,112,Yes,,,
CareEnhance Review Manager,"McKesson Inc | 1 | 9 Unknown | Retain | McKesson CareEnhance Review Manager is a software solution offered by McKesson Corporation. It is designed to assist healthcare organizations in managing and optimizing the review process of medical cases, such as clinical documentation, utilization management, and quality improvement.",Unclassified,Unknown / Needs vendor check,,,,CareEnhance Review Manager,CareEnhance Review Manager,114,Yes,,,
CareEnhance Review Manager,"McKesson Inc | 9 Unknown | Retain | McKesson CareEnhance Review Manager is a software solution offered by McKesson Corporation. It is designed to assist healthcare organizations in managing and optimizing the review process of medical cases, such as clinical documentation, utilization management, and quality improvement.",Unclassified,Unknown / Needs vendor check,,,,CareEnhance Review Manager,CareEnhance Review Manager,114,Yes,,,
CareFusion Centralized Clinical Engineering (CCE),"BD (Becton, Dickinson and Company) | 0 | 9 Unknown | TBD | CareFusion CCE (Centralized Clinical Engineering) refers to a service offered by CareFusion, which is now part of BD (Becton, Dickinson, and Company). CareFusion CCE provides comprehensive clinical engineering services to healthcare organizations to support the management and maintenance of their medical equipment.",Unclassified,Unknown / Needs vendor check,,,,CareFusion Centralized Clinical Engineering (CCE),CareFusion Centralized Clinical Engineering (CCE),116,Yes,,,
CareFusion Centralized Clinical Engineering (CCE),"BD (Becton, Dickinson and Company) | 9 Unknown | TBD | CareFusion CCE (Centralized Clinical Engineering) refers to a service offered by CareFusion, which is now part of BD (Becton, Dickinson, and Company). CareFusion CCE provides comprehensive clinical engineering services to healthcare organizations to support the management and maintenance of their medical equipment.",Unclassified,Unknown / Needs vendor check,,,,CareFusion Centralized Clinical Engineering (CCE),CareFusion Centralized Clinical Engineering (CCE),116,Yes,,,
Carelink Express,Medtronic | 3 Important | TBD | Pacemaker Monitoring Software Embedded pacemakers are interpreted with interrogation device. Interrogation device transfers data to Carelink Express on iPad via Bluetooth. CareLink Express securely transfers data from iOS app to Medtronic via a web connection.,Unclassified,On-Premises,,,,Carelink Express,Carelink Express,118,Yes,,,
Cedaron,"Cedaron | 3 | 9 Unknown | Relocate | Cedaron is a healthcare software company that specializes in developing and providing electronic medical record (EMR) solutions for cardiac and pulmonary rehabilitation programs. Cedaron's software solutions are designed to streamline the documentation and management processes involved in cardiac and pulmonary rehabilitation, helping healthcare providers deliver quality care and improve patient outcomes. | Columbia only, one of two servers is powered down. Formerly Phase I",Unclassified,On-Premises,,,,Cedaron,Cedaron,119,Yes,,,
Cedaron,"Cedaron | 9 Unknown | Relocate | Cedaron is a healthcare software company that specializes in developing and providing electronic medical record (EMR) solutions for cardiac and pulmonary rehabilitation programs. Cedaron's software solutions are designed to streamline the documentation and management processes involved in cardiac and pulmonary rehabilitation, helping healthcare providers deliver quality care and improve patient outcomes.",Unclassified,Unknown / Needs vendor check,,,,Cedaron,Cedaron,119,Yes,,,
Censitrac,"Censis Technologies | 1 | 9 Unknown | Relocate | Cloud Support | Phase I | Yes | Censitrac is a healthcare software solution provided by Censis Technologies. It is designed to streamline and automate the management of medical equipment and supplies in healthcare facilities. Censitrac helps healthcare organizations improve operational efficiency, reduce costs, and enhance patient safety by providing real-time visibility and control over their inventory and asset management processes. | Formerly Phase I",Unclassified,Cloud / SaaS (or Hybrid),,,,Censitrac,Censitrac,120,Yes,,,
